F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128,F129,F130,F131,F132,F133,F134,F135,F136,F137,F138,F139,F140,F141,F142,F143,F144,F145,F146,F147,F148,F149,F150,F151,F152,Positive,Nagetive
8294,125813,2472377,54574757,117365,1771939,34729439,2203717,33075793,46658105,8294,-1043367209,131253332227325,-16511384626800457673,-973307945,122440028213479,-15402690022555315315,114218514625417,-14368441379854987773,-13403639836978297385,1.733754613180242e+36,5.994500419158351e+38,3.3990006202490893e+44,-8.295819788130167e+48,5.994500419158351e+38,1.8245557053756593e+43,-5.632450282081619e+47,3.3990006202490893e+44,-5.632450282081619e+47,-8.295819788130167e+48,42,28,53,54,23,62,17,30,60,59,12,38,44,27,55,64,39,56,13,27,0,5778804,58814363,783376699,11726491373,61207520,613176729,8098717691,841240132,8363445019,12966782300,5778804,-339876617347489,19989623288758803465437,-1175676756891920208356546905585,-353706200198560,20803001253948093484249,-1223515055514516853315967902923,21649475576417701860932,-1273299894971333375429696930257,-1325110480027765485959775203620,6.980180525732011e+27,7.37501395013466e+29,2.6497699724826485e+35,-2.6279640264724225e+39,7.375013950134654e+29,1.3937091159082192e+34,-1.9764975017096497e+38,2.6497699724826485e+35,-1.9764975017096493e+38,-2.6279640264724225e+39,17748,13833,20004,22157,10565,25077,6324,9738,24844,25395,4745,13362,18053,13267,21371,24437,13989,21707,5049,11141,0,5784752,60598555,816527939,12298313023,60725685,626498261,8372871609,828579199,8481472909,12704369913,5784752,-350547551634805,21242671415673019146689,-1287274969600591574590901373787,-351282967029435,21287236518208267579511,-1289975549950798192191126938941,21331895114086865397949,-1292681795861534457016843238481,-1295393719218607154093657508657,6.987365077027928e+27,8.987434445880309e+29,2.620847992776198e+35,-2.557093491249846e+39,8.987434445880309e+29,1.384274462901469e+34,-1.8903082326296983e+38,2.6208479927761985e+35,-1.8903082326296983e+38,-2.557093491249846e+39,16020,8679,22608,21259,7927,24771,7344,14382,23396,22041,4903,17190,17323,8441,22849,27019,17367,23317,5403,10567,0,0,1
13726,261754,6578112,185646388,242856,4604935,115748755,5704236,107644073,151524234,13726,-3592573650,940302014603696,-246109882857805764228,-3333198600,872414502419911,-228341349152348909305,809428305869100,-211855661012243151103,-196560200007664943382,4.4664825969743654e+48,3.4031050632763706e+51,2.9714718839504023e+57,-1.3652085735336058e+62,3.4031050632763706e+51,1.5499860800946654e+56,-8.50078609897878e+60,2.9714718839504023e+57,-8.500786098978778e+60,-1.3652085735336058e+62,88,24,64,86,58,47,24,57,62,145,37,46,94,71,76,142,70,68,11,32,0,14708161,151251369,1982692639,28970653113,151554647,1534976495,19963278209,2027604301,20378358697,30465284357,14708161,-2224629335471040,336478209630580418172238,-50892786385120839265475795109882,-2229089996819520,337152890720311743837632,-50994832816642963281500888878920,337828924630404476619132,-51097083864082849197387556707820,-51199539937721123255568193897518,1.7765893943025417e+28,3.123100441655872e+30,6.475824449567108e+35,-5.990512628463041e+39,3.123100441655873e+30,3.4018965128859456e+34,-4.165373549380935e+38,6.4758244495671076e+35,-4.165373549380935e+38,-5.99051262846304e+39,53451,15837,46582,61791,43114,23264,17488,41784,49524,101614,26176,31829,52773,47361,49810,63912,46414,43578,7360,24591,0,15533966,167607933,2269794541,33618921195,163562089,1740361929,23416569571,2230563163,23587435371,34193086267,15533966,-2603615764944345,436386628596118590750937,-73141856099322573848551840214295,-2540767765852885,425852806053328122846597,-71376303989994107234814931813815,415573256694206009796007,-69653370080654077490019022082229,-67972025621734196680547276636401,1.8763378540020236e+28,2.268028659812688e+30,7.048662765227701e+35,-6.88488233351999e+39,2.268028659812688e+30,3.6789544417094677e+34,-5.105331180751643e+38,7.048662765227701e+35,-5.105331180751643e+38,-6.884882333519989e+39,61213,15435,36810,50267,32460,37977,13784,32487,31262,87321,22035,28109,69709,45152,49218,121114,44796,45026,6973,17105,0,0,1
8688,124341,2338075,49596501,121846,1726660,32286096,2261216,31726688,47433388,8688,-1080150267,134291506002841,-16696018332342639609,-1058476202,131596840706056,-16360999447242237784,128956247122392,-16032703122031390548,-15710994457599387980,6.262466460719389e+34,1.1690412641768991e+37,1.0627352255296914e+43,-2.4966766344567445e+47,1.1690412641768991e+37,5.709961982525505e+41,-1.8333109275052337e+46,1.0627352255296914e+43,-1.8333109275052337e+46,-2.4966766344567445e+47,49,5,43,38,34,41,4,53,28,55,16,51,34,34,39,80,72,54,9,37,0,5220236,56857179,783514921,11900659641,56328847,604913255,8279482363,777954949,8295906015,12001684465,5220236,-296807835817065,16875653016915455636515,-959501840520332355810832420923,-294049818619045,16718839969441842544697,-950585894718538427442675312405,16563484070431710696655,-941752798251891604103884406989,-933001781262376982048537348503,6.305489798049065e+27,3.606086045981483e+29,2.4333181511009403e+35,-2.4441562258004443e+39,3.606086045981483e+29,1.2241586964612595e+34,-1.8701283941827017e+38,2.4333181511009403e+35,-1.8701283941827017e+38,-2.4441562258004443e+39,20032,1891,19125,14611,15035,13735,1136,22947,11496,22443,6491,18390,11232,12837,18879,33874,23686,19988,2265,11383,0,5024825,57846011,827978479,12978089159,52113631,591207589,8403112111,706052879,7944017951,10721849221,5024825,-290666024377064,16813866697281751658062,-972614924361524311975326496730,-261861823775944,15147658924058237291032,-876231470364799279807595364618,13646567741416742341382,-789399350582336593171486748798,-711172054160978705695480297528,6.069454096420533e+27,9.676273874305009e+29,2.245226013635794e+35,-2.1336750525542747e+39,9.676273874305004e+29,1.2047010383253932e+34,-1.5252004683376642e+38,2.245226013635794e+35,-1.5252004683376644e+38,-2.133675052554274e+39,18041,1994,14286,14915,11383,18122,1972,18234,10260,20292,5941,21237,15186,13581,11424,28286,32258,21970,4728,17366,0,0,1
4746,54050,806620,13589732,53452,610815,9124299,774430,8829061,12542254,4746,-256467250,13859134266620,-748928392487718268,-253629740,13705798977215,-740642356032919441,13554160520606,-732448014292260799,-724344352343872970,1.2611858942658908e+26,8.626814846612657e+27,6.194057126781879e+33,-7.1507818940824215e+37,8.626814846612661e+27,3.1464540648511747e+32,-5.412898367523209e+36,6.194057126781879e+33,-5.41289836752321e+36,-7.1507818940824215e+37,33,16,14,20,29,33,9,29,16,53,11,11,22,18,24,36,21,31,15,16,0,1740039,18795058,257020150,3919814020,18429699,196091002,2659933782,253772773,2678386714,3909288825,1740039,-32704115132204,614675387494503644618,-11552852919708056178110386112,-32068376588562,602726651560799390056,-11328275863870764654738224996,591010188292293045010,-11108064383738827297718940804,-10892133616452244142458014720,2.101782019569136e+27,2.2216139746669664e+29,7.991177945765447e+34,-7.920578882247243e+38,2.221613974666968e+29,4.2307807078837037e+33,-5.940160879378558e+37,7.991177945765447e+34,-5.940160879378558e+37,-7.920578882247243e+38,5997,2786,2789,3858,7837,7541,2147,7009,3810,11656,2304,2825,4541,3520,6391,9724,4628,8123,3404,3763,0,1765479,17590696,233907194,3513277396,18784629,184085836,2426858742,258006181,2508817762,3962476281,1765479,-31055986792688,546296113217837773626,-9609723410470246554572766812,-33163849237662,583374859695029866804,-10261963998369231058045538060,622970251279384835938,-10958474100212971046427376638,-11702258419942569444855814230,2.1325108334507986e+27,2.002307088112941e+29,8.115061221209854e+34,-8.013704674304556e+38,2.0023070881129416e+29,4.194826662266769e+33,-6.0045198616897415e+37,8.115061221209854e+34,-6.004519861689742e+37,-8.013704674304554e+38,9117,4542,3623,5302,5445,7573,1975,6273,3518,12618,2734,2213,5535,4724,4601,6764,4990,6075,3466,3565,0,0,1
8390,125892,2469808,54462828,117890,1743752,33910698,2203922,32107558,46540400,8390,-1056107988,132939700499440,-16734050160495442836,-988979210,124489731041192,-15670393316373095510,116576863218722,-14674345221866115826,-13741608483087256340,1.7538221852643167e+36,6.758460146272871e+38,3.4102192588141597e+44,-8.248130382141447e+48,6.758460146272871e+38,1.8447813899595537e+43,-5.535233835635481e+47,3.4102192588141597e+44,-5.535233835635481e+47,-8.248130382141447e+48,55,16,32,54,27,24,22,54,39,73,32,44,44,60,52,61,33,48,8,21,0,5749499,59338652,773639524,11202566126,60055488,611235604,7909496130,818244550,8273230130,12551013360,5749499,-341167460996696,20244413720731669556212,-1201276011782732587904827279586,-345288908145024,20488974796266452781076,-1215787933812593957344621980190,20736490272975770418118,-1230475165995127787855884354422,-1245339826151086608666066724752,6.94478320298035e+27,9.816698883217116e+29,2.593213422637786e+35,-2.5240928406849263e+39,9.816698883217119e+29,1.3854105868761645e+34,-1.8597749925943854e+38,2.593213422637786e+35,-1.8597749925943854e+38,-2.5240928406849266e+39,21284,7156,14074,20928,11283,9244,9920,22918,16441,32298,13148,18993,14162,25438,20043,18127,13377,19106,3726,7934,0,5606350,59948589,803698707,11845593657,58006993,611998027,8152807749,782709627,8207050809,11906829151,5606350,-336092711991561,20148280263244942465215,-1207860757112942402889074126355,-325207447198557,19495724114408724501223,-1168740943724696495991562497999,18864302748384111316679,-1130888130518834600153598811883,-1094261282292906846411123521661,6.771874438108245e+27,1.1201917205904373e+30,2.492708765270826e+35,-2.3707125453394946e+39,1.1201917205904362e+30,1.3296320791308523e+34,-1.70333443013703e+38,2.4927087652708263e+35,-1.70333443013703e+38,-2.3707125453394946e+39,22716,5644,11526,22272,10317,9956,7680,20282,14759,26102,12452,16207,21038,22562,21557,30673,13023,19294,2674,8866,0,0,1
3553,36377,475871,6958337,32866,336167,4379217,400900,4105757,5537038,3553,-129211104,4698989519950,-170887039202266914,-116740032,4245456913749,-154393522893875687,3835698118656,-139491919067175387,-126028579716931962,1.021820490056495e+22,1.662623693677318e+24,2.2103808977906e+29,-1.5528535804619155e+33,1.6626236936773194e+24,1.2471332353354852e+28,-1.1400793705636963e+32,2.2103808977906e+29,-1.1400793705636965e+32,-1.5528535804619152e+33,27,10,12,17,7,27,20,15,11,35,8,7,20,20,24,33,21,17,7,5,0,876545,8736177,113680659,1663104585,9250653,90851955,1173353349,123414049,1202322603,1836089601,876545,-7657643532288,66898452980298288306,-584436059512131852840165630,-8108604383232,70838122299639462438,-618853668742010901225822702,75009799889100738136,-655298140972759623871578306,-693888838755038959160966124,1.0587731196503234e+27,1.2172590387311066e+29,3.9103691289379103e+34,-3.5972012564634925e+38,1.2172590387311073e+29,1.8662424356194016e+33,-2.510781464207292e+37,3.9103691289379103e+34,-2.510781464207292e+37,-3.5972012564634925e+38,4833,1544,2000,3704,1437,5609,2703,2475,2394,6673,1172,1336,2796,3756,3666,3827,3504,3550,1135,882,0,940584,10080479,136171149,2016497339,9756733,103114893,1384033061,130889677,1374959355,1973196031,940584,-9481527179257,95578234002508725811,-963473356383593161448104633,-9177017195339,92508630767814687167,-932530318335342473599353643,89537611317623523875,-902581050999985101557360477,-873593638305516284823909989,1.1361254196569249e+27,1.806218751893659e+29,4.168683627765003e+34,-3.898092106349951e+38,1.806218751893659e+29,2.1607804165666928e+33,-2.7527541082864977e+37,4.168683627765003e+34,-2.7527541082864977e+37,-3.898092106349951e+38,4455,1896,2128,2144,971,3679,4177,2685,1390,5367,1580,1072,4084,3124,4590,7525,3720,2298,1273,838,0,0,1
19162,419992,12145084,395307382,417861,9119547,263038711,11869937,258001085,378560853,19162,-8047466712,3379695258171324,-1419370897304691001194,-8006634621,3362546998585467,-1412169140062337323397,3345485753420297,-1405003926286073137041,-1397875070533229804997,2.7369841670521595e+58,4.066469152398273e+60,4.2149143011334627e+67,-3.1712696562019527e+72,4.066469152398266e+60,2.06658027429305e+66,-2.184792102197407e+71,4.2149143011334627e+67,-2.184792102197407e+71,-3.171269656201953e+72,112,33,77,149,59,90,35,78,122,127,36,68,118,123,74,210,129,117,12,31,0,29355974,318384355,4312450975,64017778423,305982701,3272702567,44031449879,4154442077,44143827483,63450703409,29355974,-9346482529002415,2975773710146609496902275,-947439761056812431058807879582577,-8982419909023073,2859861871653368150882627,-910535246378415501494857501839941,2748465011653644991046849,-875068230166548417941664602755491,-840982719222024466011106662057593,3.545889392142304e+28,5.20385142840046e+30,1.3183469298715504e+36,-1.2704285642212345e+40,5.20385142840046e+30,7.008789477965275e+34,-9.259193915723614e+38,1.3183469298715504e+36,-9.259193915723614e+38,-1.2704285642212345e+40,100017,28073,60436,121768,49699,83989,32758,70275,97363,117031,28267,65008,119136,122164,58606,211331,117943,97891,11458,27687,0,29512753,308157951,4117937321,61046072643,311989105,3210837865,42591667499,4273391919,43679841123,65719541557,29512753,-9094589184691152,2802569873379867321568472,-863634160451985249052945809270420,-9207657082566960,2837412643932552093612970,-874371236868852010647065443038186,2872688594999779587661694,-885241801300970313622322261709746,-896247513329544952792349328054678,3.564826627643695e+28,3.943776301840619e+30,1.347645011954201e+36,-1.3284717385788795e+40,3.943776301840621e+30,7.0487638874077785e+34,-9.940396024787687e+38,1.3476450119542008e+36,-9.940396024787688e+38,-1.3284717385788795e+40,101695,31360,78241,146581,56560,78101,30277,70203,122359,111696,36569,57460,93382,99359,74668,166879,114386,112826,10154,28144,0,0,1
6578,85696,1469724,28333648,79727,1030568,17698872,1291167,16573834,23709011,6578,-563622592,48292859309340,-4137875788580569264,-524364479,44929107137960,-3849659471274487532,41799651713871,-3581518399997948070,-3332054261783213441,2.41226117177072e+30,6.910996702193929e+32,2.1886797964955432e+38,-3.528631170490719e+42,6.910996702193929e+32,1.2254057407218176e+37,-2.4756122186933256e+41,2.1886797964955432e+38,-2.4756122186933256e+41,-3.528631170490719e+42,39,6,26,26,17,45,7,27,33,58,15,39,54,16,29,87,29,34,3,15,0,2706852,27929416,371523340,5529514642,26044385,262658156,3460037796,323262851,3204891646,4468029041,2706852,-75600767629016,2111484508978214956940,-58972507442424476492019907982,-70498269581635,1968974771021429404156,-54992295157397407734681807336,1836083396508224104101,-51280718046982931507587984890,-47819645204618152952061010489,3.2695892811797626e+27,1.118908218303369e+30,1.0737512520930405e+35,-7.870892091267694e+38,1.118908218303369e+30,5.602928247834265e+33,-3.718517961009459e+37,1.0737512520930405e+35,-3.7185179610094596e+37,-7.870892091267696e+38,13962,2436,8738,9587,5986,13595,2884,8956,11564,17321,4714,11125,13281,4837,7425,18765,8174,11760,1675,6530,0,3205988,36357993,491416573,7166904123,33546244,376175053,5056559273,458802062,5117653215,7066677784,3205988,-116563252904091,4238004611241006677887,-154085293927740141211143706989,-107548822162828,3910258103680616930965,-142169092416940752035948806457,3607857904836808112558,-131174431533591463026250289495,-121030043841733121389312069840,3.8724924747976434e+27,5.301296997458952e+29,1.4522995842164494e+35,-1.4270925236887628e+39,5.301296997458952e+29,7.814795268424116e+33,-1.0615885112490722e+38,1.4522995842164494e+35,-1.0615885112490722e+38,-1.4270925236887625e+39,9672,1200,7018,6169,4316,13675,1358,7406,8434,17827,4376,12509,19443,4859,10149,33957,9400,8844,143,2560,0,0,1
5024,58331,895137,15544571,56592,648805,9891973,829700,9377933,13714944,5024,-292996613,17087383822479,-996525818610071981,-284261616,16577963903749,-966816746368020393,16083731547908,-937993404308449151,-910029385032832704,3.070639537594019e+27,6.524502729441811e+29,1.7960677266173423e+35,-2.1913663223155305e+39,6.524502729441811e+29,9.361013833190785e+33,-1.5079354601959935e+38,1.7960677266173423e+35,-1.5079354601959935e+38,-2.1913663223155305e+39,30,20,26,37,27,30,12,24,29,33,10,27,21,23,29,39,28,25,8,19,0,2134988,21472279,281830457,4170679723,22020505,217930139,2835052453,297187033,2917662581,4519671193,2134988,-45843036525373,984354009421516011683,-21136314025097076265625185201,-47013491908435,1009486342191949622609,-21675962233499049383371731319,1035260348734809191683,-22229388633715934149111441391,-22796945007828679238993724427,2.5788383998265956e+27,4.470549998558281e+29,9.47475292832407e+34,-8.990953251012926e+38,4.470549998558281e+29,5.110203577661496e+33,-6.430405738129485e+37,9.47475292832407e+34,-6.430405738129485e+37,-8.990953251012926e+38,6439,5835,6487,9588,5581,6144,2811,7659,9029,8821,3428,5565,4818,7084,6364,8879,6782,6357,1898,4184,0,2114192,21502797,289849029,4395154539,21664364,216581003,2894744815,289397672,2867394183,4360090088,2114192,-45461019892227,977538619785530084739,-21019804558666657705940813097,-45802603389524,984883616912241853523,-21177742466142616673033502887,992283802633903595912,-21336867082211169705237310553,-21497187323523866761740050552,2.553719043950685e+27,4.844235631208874e+29,9.263469428548858e+34,-8.581457279282723e+38,4.844235631208874e+29,4.933201226135546e+33,-5.979183510203795e+37,9.263469428548858e+34,-5.979183510203795e+37,-8.581457279282723e+38,8501,4125,6461,8838,7865,8796,3165,4293,5413,7613,1552,7881,5640,4370,8078,10543,7162,6093,2086,5278,0,0,1
3552,35362,459100,6701062,35763,353216,4551768,465633,4551264,6779901,3552,-125570462,4439172665300,-156933837095968010,-126994413,4489512134516,-158713436409473944,4540422665583,-160513223838842220,-162333428490390939,1.0215328963356797e+22,-8.686158553291673e+22,2.4713901483108615e+29,-2.0407613972810484e+33,-8.68615855329162e+22,1.329386984422925e+28,-1.7520898614211034e+32,2.4713901483108618e+29,-1.7520898614211034e+32,-2.040761397281048e+33,31,26,15,16,5,25,11,6,22,35,11,12,15,14,27,27,16,24,5,11,0,1056433,10917854,149461778,2284868666,11213844,113886168,1546174660,153870768,1549965560,2363756814,1056433,-11533970336928,125926084979524208974,-1374841309198171367431170090,-11846663644608,129340021627940346624,-1412114135808613269778313636,132846512280962167584,-1450397452571920225822075816,-1489718654522028494222184882,1.2760586885003607e+27,1.276388303808367e+29,4.8443144296485415e+34,-4.7787032188431946e+38,1.276388303808367e+29,2.5151352364430735e+33,-3.5766503261346865e+37,4.8443144296485415e+34,-3.5766503261346865e+37,-4.7787032188431946e+38,3460,5620,3436,2863,663,4507,2172,852,4548,4723,1818,2191,2557,1979,5355,4833,3147,4704,829,2578,0,966254,9348433,122443211,1789802815,10627389,101331289,1317782843,149374903,1416306145,2346492993,966254,-9032951431549,84443853857012800439,-789416893056894347446537261,-10268746503417,95996589331845395413,-897416754837992353650192981,109129850692954705795,-1020192041680162029875883939,-1159764174556964477052897927,1.1671320490728972e+27,7.529185919651683e+27,4.631082333443366e+34,-4.872450638971272e+38,7.529185919651683e+27,2.3337062569752376e+33,-3.902975871216266e+37,4.631082333443366e+34,-3.902975871216266e+37,-4.872450638971272e+38,7545,3610,1889,2817,1112,4368,1733,1278,3262,7702,2087,2069,2768,2991,4230,4752,2533,3816,946,1327,0,0,1
8922,135264,2725162,62021382,132516,1999747,40017607,2589388,38890321,56945922,8922,-1206690144,163203442013482,-22073076280236953658,-1182175236,159887828477827,-21624643303729804385,156639575672908,-21185320791624296711,-20754923650158046926,5.595089941690658e+37,1.5605824817972998e+40,1.3253313048592846e+46,-3.6117253222584263e+50,1.5605824817972998e+40,6.906268188125711e+44,-2.4923609467445185e+49,1.3253313048592846e+46,-2.4923609467445185e+49,-3.6117253222584263e+50,50,18,52,72,31,44,13,46,57,71,20,37,52,26,54,93,33,51,10,31,0,6241583,64634405,856851525,12724924349,64671497,659419513,8667267757,864408031,8741144189,12978505331,6241583,-403420938828710,26074868168129614915050,-1685333319483510235112258826026,-403652451588254,26089831855195032644098,-1686300488338621203751956676198,26104804129530753983260,-1687268212226749880671757143388,-1688236491466415274794514939230,7.539168330737637e+27,1.2200276431062389e+30,2.7557895919692616e+35,-2.553253322073504e+39,1.2200276431062389e+30,1.4155327956149594e+34,-1.785349260430659e+38,2.7557895919692616e+35,-1.785349260430659e+38,-2.553253322073504e+39,19527,6702,20536,34091,15708,16180,6661,20070,23874,34586,10359,17987,18720,13244,21244,36675,16431,19652,5324,13520,0,6672351,69181518,929019888,13912978794,70227675,716888158,9550622796,961787371,9744805602,14804380269,6672351,-461603301627300,31934412334306980476964,-2209270790616960956238527708694,-468583627286250,32417321787152550305008,-2242679194614359553193184516892,32907533755454522850496,-2276592797640534779401356033876,-2311019239272004954270658509506,8.059490252835792e+27,9.823344894554726e+29,3.037679295560305e+35,-2.992108369143485e+39,9.823344894554723e+29,1.6110925069482458e+34,-2.2338282154231125e+38,3.037679295560305e+35,-2.2338282154231125e+38,-2.9921083691434855e+39,23573,8814,24288,27973,11014,21748,4545,19582,25260,26616,6881,13907,26104,9168,25304,43491,12015,24310,3296,13202,0,0,1
13291,243070,5896156,160850026,248070,4495434,108402386,6056486,109003356,165830214,13291,-3230400300,785154323792256,-190833103039517650734,-3296850300,801305108541534,-194758578562459885294,817788121252586,-198764802645260257424,-202853436332342199846,1.1689006107246823e+47,-9.718076729710703e+48,7.528992837218002e+55,-3.6968860991172094e+60,-9.718076729710724e+48,3.843023425119989e+54,-2.7494056518201633e+59,7.528992837218004e+55,-2.7494056518201637e+59,-3.69688609911721e+60,50,36,72,92,55,73,30,73,77,164,23,72,52,49,69,107,51,96,16,31,0,15237884,159711277,2106665235,31001134741,159107451,1644832220,21526999374,2170881841,22283516126,33356993331,15237884,-2433661752706591,388683200803137960621213,-62077086274851199416628058883517,-2424460722766233,387213692658085510316834,-61842389267845103944724447046790,385749740333774208666523,-61608579588006129304499484875108,-61375653880585479616592356509273,1.8405742979025317e+28,2.618645728786871e+30,6.879352718547486e+35,-6.718483583309222e+39,2.618645728786871e+30,3.6973031131066715e+34,-4.9650900165961386e+38,6.879352718547486e+35,-4.9650900165961386e+38,-6.718483583309222e+39,33720,22366,45530,52171,34894,46113,21816,42339,49043,103121,15547,45544,36844,31423,45050,75107,39153,59732,10519,20084,0,15179641,154196106,1993030470,29033545620,158927449,1591776709,20402006707,2171089321,21589317079,33341680315,15179641,-2340641378481840,360917762327934807182274,-55652109870967332300439748220048,-2412461461938360,371992138799970143489275,-57359735486838657884298775757663,383406320698742275485360,-59119757772858688487737338220057,-60933784464948672557662055410734,1.8335391630483255e+28,2.4825245667128886e+30,6.872268276696474e+35,-6.716932099680176e+39,2.4825245667128863e+30,3.67645152306975e+34,-4.966930450714373e+38,6.872268276696473e+35,-4.966930450714373e+38,-6.716932099680176e+39,30730,24038,47278,66417,36001,47984,16854,51758,50210,108275,14100,47264,30184,31738,43891,62816,26586,64012,10105,19875,0,0,1
15136,305171,8081665,240698093,291803,5875373,155111737,7399065,148276285,210959459,15136,-4618763085,1409419428154959,-430085520868230359115,-4416438405,1347679880554315,-411245645559154755383,1288644834302471,-393231051154999862955,-376005586170926675517,7.299295980702679e+51,3.349132755224967e+54,6.623978488129403e+60,-3.6926074023104863e+65,3.349132755224967e+54,3.3535452463960133e+59,-2.4489272073691814e+64,6.623978488129403e+60,-2.4489272073691814e+64,-3.6926074023104863e+65,66,38,106,93,102,90,30,87,72,118,16,74,67,40,47,154,84,95,22,65,0,19551808,201756360,2723465956,41490930582,204579130,2077429892,27796311442,2783824466,28025651762,42591453742,19551808,-3944701411742520,795868557414406015443556,-160571534969763169901232226589898,-3999891665987910,807003541648918002270692,-162818088742672944276645007653078,818294315269439570585866,-165096074013423042266389971779918,-167405930539596125854626971614998,2.3616504287816526e+28,3.2340661724638444e+30,8.819103669394969e+35,-8.549099955827387e+39,3.2340661724638444e+30,4.664496749611529e+34,-6.2754405703753565e+38,8.81910366939497e+35,-6.2754405703753565e+38,-8.549099955827387e+39,49763,28752,76788,74621,67951,69116,19928,63534,53149,87839,6765,51172,48711,27833,41920,111206,63836,68534,16045,47848,0,18933060,195594709,2628687271,39890186347,198940453,2021532807,26915465325,2740886491,27609894797,42455057743,18933060,-3703206165584831,724327494067283274151769,-141674617939866985137035544759323,-3766551334135727,736717473222141297738073,-144098032179178297130022076251865,749319389083414793905613,-146562900114717870110434236790781,-149069930832412130015396788306115,2.286912252163521e+28,2.885603541659505e+30,8.653599754675604e+35,-8.627020737890299e+39,2.885603541659505e+30,4.708927627287145e+34,-6.501618387788674e+38,8.653599754675604e+35,-6.501618387788674e+38,-8.627020737890299e+39,47059,26994,78714,61810,81683,62914,24082,64095,52475,85267,16707,57386,49578,30847,27029,114712,59392,70831,16229,47507,0,0,1
2092,17258,183180,2165978,16507,134384,1417366,170191,1372832,1983217,2092,-36086478,622482781940,-10737674073257910,-34516137,595394748924,-10270411497288410,569485562601,-9823483796604960,-9396005953881321,6.467643446266035e+16,1.3668845826191206e+18,4.4912581377176326e+23,-1.8337477263313e+27,1.3668845826191206e+18,2.6197334107758713e+22,-1.735977418226938e+26,4.4912581377176326e+23,-1.735977418226938e+26,-1.8337477263313e+27,25,3,14,18,11,17,5,13,9,15,4,5,17,10,15,10,6,12,8,5,0,389480,3682445,47836595,704595695,3984769,36975383,476204341,53819913,495640967,819277123,389480,-1434234996155,5281477930062657545,-19448702061090377506580255,-1551983845351,5715080477737858373,-21045415495103923237729409,6184281237125295471,-22773217049264827297151037,-24642868889715178537785661,4.704504100090784e+26,9.109009059695655e+28,1.720535198545668e+34,-1.628395607819527e+38,9.109009059695655e+28,9.551312377988692e+32,-1.155809566549555e+37,1.7205351985456683e+34,-1.1558095665495548e+37,-1.6283956078195267e+38,3080,293,1211,2012,1195,2003,563,1520,1036,1313,391,732,1811,1310,1520,1404,498,1729,872,260,0,368496,3471897,45058879,671273553,3718669,34388305,442124893,48173199,441325567,700420051,368496,-1279376685015,4441852020549803725,-15421610854418450559538425,-1370310933155,4757565507086688247,-16517732586552812050894881,5095718959033612333,-17691763355843029195071007,-18949240702417806741016679,4.451039701312145e+26,1.0132623820137406e+29,1.558789556543579e+34,-1.3249060929519874e+38,1.0132623820137406e+29,7.877820875569263e+32,-8.281481180940814e+36,1.5587895565435793e+34,-8.281481180940814e+36,-1.3249060929519874e+38,2495,376,1911,2002,1258,1788,552,1379,971,2032,501,383,1980,920,1825,826,840,947,912,855,0,0,1
2701,23962,278402,3645190,24484,217346,2520586,289284,2557056,3834334,2701,-64697400,1549705199758,-37120290895180326,-66106800,1583464673338,-37928934363905094,1617959714228,-38755196902346936,-39599462473171026,2.2713176605904245e+19,-1.3443178774081366e+20,3.1154722684823026e+26,-1.909939480943043e+30,-1.3443178774081369e+20,1.7634274809898548e+25,-1.7431498833152343e+29,3.1154722684823026e+26,-1.7431498833152347e+29,-1.9099394809430428e+30,30,4,17,18,12,29,4,14,19,31,11,13,10,13,7,9,19,17,2,9,0,631862,6005455,76708175,1120123417,6219948,58011081,733332075,79001674,729471035,1132871178,631862,-3794612801755,22788340357950524675,-136854135955601313253596583,-3930142563228,23602256953490603481,-141742067707979531962643835,24445243688190751114,-146804578596624808807993091,-152047903953044797429037406,7.632220832113497e+26,2.198342993803557e+29,2.58952723068595e+34,-2.0948450364619344e+38,2.1983429938035575e+29,1.3399728562239633e+33,-1.2125810425695652e+37,2.58952723068595e+34,-1.2125810425695652e+37,-2.0948450364619344e+38,4062,734,2406,2453,1908,4363,591,1721,2627,4742,1323,1805,1224,2574,778,1043,2961,2659,531,1111,0,652244,6052361,76065109,1097033795,6723683,61221766,761186138,91894619,829813556,1425582869,652244,-3947610095723,23892324755562542791,-144604752846340318363268573,-4385475170969,26542438197145564012,-160644171494468760317567924,29486499646145168957,-178462666871056047647583748,-198257572437851355541596329,7.87841371125504e+26,1.3764695673246337e+29,2.9242479719034465e+34,-2.886805185540452e+38,1.3764695673246337e+29,1.6461822307396013e+33,-2.1527795568635417e+37,2.9242479719034465e+34,-2.1527795568635417e+37,-2.886805185540452e+38,4608,422,2507,2749,1560,4018,565,2325,2864,4217,1856,1952,1666,1183,1245,1558,2530,2254,47,1490,0,0,1
