0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,positive
271,885,3591,16641,809,2585,10345,2855,8795,11225,271,-238950.0,210691116.0,-186000000000.0,-218430.0,192597170.0,-170000000000.0,176058244.0,-155000000000.0,-142000000000.0,4613033.046,97522652.39,164000000000.0,19100000000000.0,97522652.39,10917705927.0,146000000000.0,164000000000.0,146000000000.0,19100000000000.0,2,6,0,1,0,2,0,2,0,2,0,2,2,0,0,3,2,3,1,0,0,6,8,13,2,1,4,16,2,18,19,8,13,2,17,18,17,1,10,10,6,2,16,2,16,12,12,18,2.0,1778.0,19711.0,286977.0,4478353.0,13855.0,151483.0,2204835.0,176853.0,1915065.0,2758729.0,1778.0,-35026447.0,690000000000.0,-1.36e+16,-24620335.0,485000000000.0,-9550000000000000.0,341000000000.0,-6720000000000000.0,-4720000000000000.0,2.15e+24,1.69e+27,6.37e+31,-5.1800000000000006e+35,1.69e+27,6.28e+30,-2.6e+34,6.37e+31,-2.6e+34,-5.1800000000000006e+35,22.0,97.0,0.0,6.0,0.0,21.0,0.0,13.0,0.0,37.0,0.0,51.0,15.0,0.0,0.0,53.0,30.0,51.0,10.0,0.0,0.0,1003.0,7823.0,94329.0,1398137.0,11747.0,85224.0,991292.0,173849.0,1243402.0,2678021.0,1003.0,-7838646.0,61260622658.0,-479000000000000.0,-11770494.0,91988763005.0,-719000000000000.0,138000000000.0,-1080000000000000.0,-1620000000000000.0,1.21e+24,-2.03e+26,5.25e+31,1
1134,7240,59038,540946,7217,45488,367904,57741,358714,509333,1134,-8202920.0,59336782238.0,-429000000000000.0,-8176861.0,59148268048.0,-428000000000000.0,58960378489.0,-426000000000000.0,-425000000000000.0,12800000000000.0,240000000000000.0,2.64e+19,-4.42e+22,240000000000000.0,1.43e+18,-4.35e+21,2.64e+19,-4.35e+21,-4.42e+22,16,1,6,16,5,5,3,8,20,12,4,2,1,2,2,10,1,10,2,3,0,11,9,20,5,18,18,1,10,1,10,18,1,1,5,1,2,8,1,4,16,9,13,1,4,16,4,7,4.0,10.0,1.0,4.0,18.0,4.0,4.0,4.0,12.0,4.0,10.0,1.0,3.0,10.0,4.0,3.0,1.0,18.0,19.0,10.0,4.0,7.0,10.0,1.0,3.0,10.0,16.0,3.0,10.0,4.0,4.0,6.0,5.0,5.0,6.0,12.0,17.0,19.0,9.0,9.0,8.0,9.0,6.0,9.0,1.0,3.0,9.0,8.0,11.0,10.0,9.0,9.0,1.0,18.0,9.0,8.0,11.0,18.0,9.0,9.0,4.0,6.0,8.0,16.0,9.0,4.0,4.0,1.0,14.0,1.0,9.0,18.0,3.0,1.0,11.0,1
301,1046,4568,22442,990,3370,14712,3912,13028,16980,301,-313800.0,327145252.0,-341000000000.0,-297000.0,309629830.0,-323000000000.0,293053812.0,-306000000000.0,-289000000000.0,5123700.911,54790637.84,215000000000.0,8090000000000.0,54790637.84,13788243698.0,-2860000000000.0,215000000000.0,-2860000000000.0,8090000000000.0,4,1,1,0,1,2,0,0,4,7,0,3,0,0,0,5,1,2,0,0,0,6,10,10,3,17,5,9,12,10,1,10,12,1,1,9,16,1,6,18,16,18,10,12,16,10,16,2,9.0,10.0,16.0,9.0,1973.0,23072.0,323992.0,4837886.0,16607.0,193427.0,2720801.0,170569.0,2051389.0,2024309.0,1973.0,-45497984.0,1050000000000.0,-2.42e+16,-32749004.0,755000000000.0,-1.74e+16,544000000000.0,-1.25e+16,-9020000000000000.0,2.38e+24,1.52e+27,6.28e+31,-2.55e+35,1.52e+27,3.18e+30,7.77e+33,6.28e+31,7.77e+33,-2.55e+35,54.0,27.0,4.0,0.0,6.0,19.0,0.0,0.0,81.0,101.0,0.0,43.0,0.0,0.0,0.0,116.0,5.0,40.0,0.0,0.0,0.0,847.0,4116.0,23806.0,99768.0,10760.0,64484.0,544580.0,137112.0,802602.0,1757720.0,847.0,-3482136.0,14315554126.0,-58900000000000.0,-9102960.0,37423559684.0,-154000000000000.0,97832209112.0,-402000000000000.0,-1050000000000000.0,1
672,3224,20514,148670,3282,15652,100298,20278,94810,139884,672,-2163304.0,6964118434.0,-22400000000000.0,-2202222.0,7089398212.0,-22800000000000.0,7216941358.0,-23200000000000.0,-23700000000000.0,5765235927.0,67703832380.0,2560000000000000.0,-1.57e+18,67703832380.0,158000000000000.0,-2.18e+17,2560000000000000.0,-2.18e+17,-1.57e+18,4,0,7,5,3,10,5,9,6,9,1,1,0,2,1,3,2,3,1,4,0,11,9,17,8,8,10,8,10,10,8,10,6,10,6,8,3,1,9,16,10,4,4,16,9,1,3,4,4.0,9.0,5.0,10.0,15.0,5.0,8.0,6.0,16.0,18.0,8.0,7.0,6.0,8.0,6.0,7.0,10.0,18.0,7.0,7.0,8.0,6.0,18.0,1.0,10.0,6.0,3.0,3.0,14.0,14.0,3.0,9.0,5.0,20.0,6.0,20.0,20.0,1.0,4.0,3.0,12.0,6.0,9.0,7.0,19.0,20.0,3.0,17.0,6.0,13541.0,137256.0,2095522.0,37278588.0,69782.0,773692.0,14008638.0,131564.0,3136590.0,-7913434.0,13541.0,-1858446240.0,255000000000000.0,-3.5e+19,-944848280.0,130000000000000.0,-1.78e+19,65900000000000.0,-9.05e+18,-4.6e+18,1.64e+25,2.34e+28,1.9e+32,4.14e+36,2.34e+28,1.72e+31,1
244,694,2466,9934,630,1721,5997,1942,5133,6702,244,-168642.0,116558378.0,-80560671822.0,-153090.0,105808961.0,-73130730211.0,96051742.0,-66386623675.0,-60264990678.0,692238.6613,9574403.529,8836755023.0,1050000000000.0,9574403.529,712832000.2,6448097625.0,8836755023.0,6448097625.0,1050000000000.0,0,0,0,0,1,0,1,4,2,4,0,0,2,2,1,1,0,1,1,1,0,5,7,13,16,10,19,18,10,8,13,14,20,8,14,10,8,15,9,8,10,9,715,7700,85902,1027628,7771,81958,875130.0,106129.0,1105118.0,1654909.0,715.0,-5497800.0,42273855902.0,-325000000000000.0,-5548494.0,42663649058.0,-328000000000000.0,43057064562.0,-331000000000000.0,-334000000000000.0,8.64e+23,3.3e+25,3.32e+31,-3.4e+35,3.3e+25,1.56e+30,-2.71e+34,3.32e+31,-2.71e+34,-3.4e+35,0.0,0.0,0.0,0.0,1.0,0.0,2.0,57.0,39.0,48.0,0.0,0.0,13.0,25.0,17.0,4.0,0.0,7.0,6.0,12.0,0.0,-43.0,332.0,22654.0,588980.0,-821.0,614.0,236114.0,-31483.0,-223618.0,-822707.0,-43.0,14608.0,-4937426.0,1661366524.0,-36124.0,12266354.0,-4144292232.0,-30363328.0,10305191078.0,-25534197742.0,-5.19e+22,1.02e+26,-8.4e+30,2.32e+35,1.02e+26,-1.34e+30,2.78e+34,-8.4e+30,2.78e+34,2.32e+35,1
148,448,1652,6796,327,943,3365,881,2419,2691,148,-65856.0,29304436.0,-13039945332.0,-48069.0,21389359.0,-9517761927.0,15612515.0,-6947116831.0,-5070900105.0,419882.4667,9791182.477,4553251866.0,786000000000.0,9791182.477,520044129.9,65108344797.0,4553251866.0,65108344797.0,786000000000.0,1,1,0,0,3,1,0,0,2,8,0,0,2,0,0,0,0,0,0,0,0,5,10,13,10,10,10,1,6,10,13,9,10,10,2,10,5,5,9,274,1784,13768,113444,2629,17845,145269,28079,192179,322363.0,274.0,-487032.0,865696200.0,-1540000000000.0,-717717.0,1275734837.0,-2270000000000.0,1879994431.0,-3340000000000.0,-4920000000000.0,3.31e+23,1.15e+26,9.64e+30,-4.22e+34,1.15e+26,2.45e+29,4.82e+32,9.64e+30,4.82e+32,-4.22e+34,7.0,14.0,0.0,0.0,34.0,8.0,0.0,0.0,29.0,66.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,2992.0,32020.0,357028.0,2335.0,20927.0,219191.0,18921.0,167457.0,165349.0,320.0,-954448.0,2846788372.0,-8490000000000.0,-744865.0,2221670687.0,-6630000000000.0,1733826471.0,-5170000000000.0,-4040000000000.0,3.87e+23,3.51e+26,8.15e+30,5.65e+32,3.51e+26,4.55e+29,6.01e+33,8.15e+30,6.01e+33,5.65e+32,12.0,5.0,0.0,1
2775,24318,279610,3647850,23488,204533,2350665,254484,2189047,3081238,2775,-67458132.0,1640000000000.0,-3.99e+16,-65155712.0,1580000000000.0,-3.85e+16,1530000000000.0,-3.72e+16,-3.59e+16,2.33e+19,2.34e+21,2.84e+26,-1.37e+30,2.34e+21,1.48e+25,-1.01e+29,2.84e+26,-1.01e+29,-1.37e+30,17,5,21,13,10,15,6,16,17,19,3,19,6,5,19,17,15,18,5,17,0,19,8,11,6,7,11,18,12,16,8,16,14,8,9,14,5,18,12,13,6,1,12,1,8,4,8,3,8.0,17.0,5.0,3.0,16.0,3.0,1.0,9.0,1.0,4.0,20.0,17.0,20.0,7.0,9.0,18.0,13.0,2.0,3.0,2.0,5.0,15.0,17.0,2.0,6.0,9.0,19.0,4.0,20.0,8.0,3.0,10.0,9.0,1.0,18.0,15.0,12.0,1.0,17.0,17.0,15.0,6.0,12.0,15.0,9.0,20.0,10.0,15.0,14.0,10.0,18.0,10.0,10.0,8.0,5.0,3.0,10.0,9.0,17.0,16.0,16.0,10.0,12.0,15.0,16.0,17.0,1.0,20.0,3.0,1.0,6.0,9.0,3.0,5.0,1.0,1
1480,9307,77593,731749,9619,59327,487519,79359,481083,730951,1480,-13765053.0,128000000000.0,-1190000000000000.0,-14226501.0,132000000000.0,-1230000000000000.0,137000000000.0,-1270000000000000.0,-1310000000000000.0,16800000000000.0,79700000000000.0,3.59e+19,-6.89e+22,79700000000000.0,2.03e+18,-7.33e+21,3.59e+19,-7.33e+21,-6.89e+22,6,2,11,7,3,14,2,9,11,7,1,12,5,3,5,14,8,8,6,5,0,11,3,16,12,9,3,4,15,1,20,1,14,19,18,8,8,8,10,7,12,18,6,16,16,13,5,9,8.0,1.0,12.0,10.0,6.0,10.0,16.0,19.0,6.0,9.0,10.0,20.0,1.0,3.0,6.0,12.0,9.0,3.0,9.0,4.0,18.0,20.0,13.0,16.0,3.0,20.0,12.0,6.0,9.0,17.0,18.0,3.0,4.0,9.0,8.0,14.0,8.0,12.0,16.0,2.0,6.0,15.0,4.0,12.0,1.0,16.0,16.0,6.0,17.0,4.0,6.0,16.0,5.0,3.0,8.0,18.0,3.0,13.0,12.0,3.0,6.0,12.0,9.0,17.0,8.0,15.0,7.0,5.0,20.0,19.0,4.0,2.0,13.0,19.0,6.0,1
1047,6061,45359,382873,5878,34519,261777,42136,247085,340936,1047,-6339806.0,38388873804.0,-232000000000000.0,-6148388.0,37229787629.0,-225000000000000.0,36105715916.0,-219000000000000.0,-212000000000000.0,988000000000.0,38800000000000.0,1.21e+18,-1.41e+21,38800000000000.0,7.14e+16,-1.46e+20,1.21e+18,-1.46e+20,-1.41e+21,17,3,7,11,2,6,4,4,10,10,5,1,3,3,3,10,1,13,1,2,0,11,11,8,9,8,1,18,18,10,2,1,18,11,1,17,16,11,18,5,1,12,3,18,9,4,14,4,10.0,1.0,3.0,10.0,10.0,3.0,10.0,10.0,8.0,16.0,4.0,4.0,18.0,16.0,16.0,13.0,3.0,3.0,1.0,18.0,1.0,4.0,16.0,19.0,6.0,7.0,9.0,10.0,15.0,16.0,16.0,9.0,18.0,9.0,7.0,1.0,18.0,9.0,9.0,6.0,1.0,6.0,20.0,1.0,16.0,6.0,1.0,2.0,15.0,18.0,10.0,6.0,7.0,16.0,13.0,14.0,4.0,1.0,15.0,1.0,9.0,18.0,10.0,4.0,1.0,5.0,13.0,4.0,11.0,9.0,4.0,16.0,3.0,10.0,3.0,1
123,308,882,2756,251,607,1675,593,1395,1535,123,-37576.0,11479426.0,-3506985652.0,-30622.0,9354875.0,-2857897299.0,7623714.0,-2329002923.0,-1898035114.0,69791.27486,761881.1182,212106675.8,28817633714.0,761881.1182,22258026.79,1609916554.0,212106675.8,1609916554.0,28817633714.0,0,0,0,0,1,0,0,2,1,3,0,0,1,0,1,0,1,1,0,0,0,5,10,13,10,8,10,15,9,8,18,17,1,687,16877,337419,-950,-2660,64034,-23208,-153270,-459026,1,0,-455092,614039328,0,649990,-876989076.0,-925708.0,1250771626.0,-1781351826.0,1.21e+21,2.83e+26,-5.4e+30,1.21e+35,2.83e+26,-1.54e+29,1.44e+34,-5.4e+30,1.44e+34,1.21e+35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,8.0,12.0,0.0,0.0,3.0,0.0,7.0,0.0,11.0,10.0,0.0,0.0,0.0,67.0,113.0,-6261.0,-183955.0,1558.0,9804.0,30822.0,28712.0,217862.0,509458.0,67.0,-7458.0,823724.0,-90406884.0,-102828.0,11453314.0,-1265652772.0,157807372.0,-17588272306.0,-242000000000.0,8.09e+22,-2.41e+26,7.44e+30,-1.2400000000000001e+35,-2.41e+26,1.8e+29,-1.34e+34,7.44e+30,-1.34e+34,-1.2400000000000001e+35,0.0,0.0,0.0,0.0,11.0,0.0,0.0,10.0,4.0,24.0,1
968,5781,44079,376551,5581,32744,246414,41363,237776,345553,968,-5590227.0,32283726405.0,-186000000000000.0,-5396827.0,31166825870.0,-180000000000000.0,30088585289.0,-174000000000000.0,-168000000000000.0,914000000000.0,23400000000000.0,1.18e+18,-1.55e+21,23400000000000.0,7.09e+16,-1.7e+20,1.18e+18,-1.7e+20,-1.55e+21,13,10,6,7,9,7,4,9,8,9,3,2,5,2,3,7,6,4,1,2,0,11,1,16,10,15,8,1,13,10,1,10,5,5,5,10,1,1,16,18,11,5,17,18,4,9,17,4,1.0,6.0,8.0,13.0,2.0,6.0,4.0,16.0,2.0,18.0,5.0,8.0,13.0,2.0,8.0,17.0,1.0,1.0,8.0,6.0,2.0,16.0,2.0,9.0,16.0,9.0,18.0,2.0,20.0,15.0,12.0,8.0,1.0,1.0,4.0,1.0,9.0,17.0,11.0,3.0,3.0,7.0,7.0,10.0,10.0,2.0,14.0,16.0,7.0,4.0,3.0,2.0,8.0,17.0,9.0,6.0,17.0,6.0,12.0,5.0,2.0,1.0,13.0,5.0,13.0,3.0,14.0,3.0,8.0,9.0,20.0,6.0,19.0,2.0,5.0,1
116,253,677,2071,235,481,1221,541,1049,1357,116,-29095.0,7297703.0,-1830465073.0,-27025.0,6778351.0,-1700160255.0,6296191.0,-1579189419.0,-1466879923.0,65819.41369,735495.6249,192522338.5,27078586328.0,735495.6249,19420655.59,1584934601.0,192522338.5,1584934601.0,27078586328.0,0,0,0,0,1,1,0,3,0,2,0,0,1,0,2,0,0,1,0,0,0,5,10,8,8,15,15,13,8,18,10,6,29,552,9628,166836,-66,1878,53750,-5578,-27292,-138054,29,-15456,8236636,-4388888940,1848,-981786,521487950.0,112034.0,-59217652.0,6232398.0,3.5e+22,1.14e+26,-9.8e+29,4.13e+34,1.14e+26,-4.29e+28,5.49e+33,-9.8e+29,5.49e+33,4.13e+34,0.0,0.0,0.0,0.0,1.0,11.0,0.0,15.0,0.0,12.0,0.0,0.0,7.0,0.0,11.0,0.0,0.0,9.0,0.0,0.0,0.0,92.0,762.0,6906.0,63918.0,1241.0,10772.0,104280.0,17363.0,152882.0,260909.0,92.0,-69342.0,52264866.0,-39393837990.0,-112931.0,85118552.0,-64156431750.0,138624653.0,-104000000000.0,-170000000000.0,1.11e+23,-6.68e+25,5.06e+30,-5.41e+34,-6.68e+25,8.49e+28,-4.65e+33,5.06e+30,-4.65e+33,-5.41e+34,0.0,0.0,0.0,0.0,11.0,1.0,0.0,21.0,0.0,12.0,1
6789,94293,1730725,35788467,90020,1242598,22676698,1536928,21010864,29424908,6789,-640060884.0,60300000000000.0,-5.69e+18,-611055760.0,57600000000000.0,-5.43e+18,55000000000000.0,-5.19e+18,-4.95e+18,1.75e+33,4.75e+35,2.34e+41,-4.4200000000000004e+45,4.75e+35,1.14e+40,-2.8700000000000002e+44,2.34e+41,-2.8700000000000002e+44,-4.4200000000000004e+45,86,11,26,35,29,53,16,35,8,95,14,17,25,32,61,35,27,67,5,11,0,11,17,16,13,18,1,14,2,1,16,18,13,3,16,6,10,10,2,10,18,11,10,1,15,20,7,6,10.0,1.0,1.0,3.0,13.0,4.0,14.0,10.0,15.0,7.0,4.0,5.0,1.0,4.0,14.0,1.0,5.0,2.0,16.0,4.0,17.0,8.0,14.0,10.0,1.0,1.0,15.0,15.0,18.0,6.0,10.0,15.0,15.0,7.0,15.0,13.0,1.0,13.0,1.0,15.0,10.0,13.0,15.0,1.0,13.0,10.0,13.0,1.0,8.0,1.0,10.0,3.0,15.0,14.0,6.0,6.0,20.0,5.0,18.0,10.0,1.0,15.0,5.0,4.0,13.0,6.0,1.0,3.0,14.0,1.0,18.0,10.0,8.0,14.0,15.0,1
2778,24700,286950,3780784,23096,202529,2331571,247220,2147675,2964710,2778,-68591900.0,1690000000000.0,-4.18e+16,-64137592.0,1580000000000.0,-3.91e+16,1480000000000.0,-3.66e+16,-3.42e+16,2.34e+19,2.96e+21,2.78e+26,-1.29e+30,2.96e+21,1.48e+25,-9.18e+28,2.78e+26,-9.18e+28,-1.29e+30,14,4,19,11,12,17,3,17,19,25,5,16,5,9,23,15,13,11,7,17,0,19,8,11,6,7,11,18,12,3,10,4,11,18,3,20,20,18,3,9,6,1,12,6,10,4,8,3,8.0,17.0,5.0,12.0,16.0,12.0,6.0,8.0,1.0,4.0,20.0,17.0,20.0,7.0,6.0,18.0,13.0,2.0,3.0,2.0,5.0,15.0,12.0,2.0,15.0,15.0,12.0,17.0,17.0,10.0,16.0,10.0,12.0,20.0,18.0,15.0,14.0,10.0,17.0,17.0,13.0,6.0,3.0,14.0,9.0,5.0,15.0,14.0,12.0,10.0,8.0,5.0,8.0,8.0,11.0,3.0,10.0,9.0,10.0,12.0,15.0,10.0,9.0,16.0,14.0,1.0,10.0,5.0,12.0,1.0,6.0,10.0,16.0,8.0,1.0,1
1422,9493,80625,766771,8458,54082,448424,64212,397638,546280,1422,-13489553.0,128000000000.0,-1210000000000000.0,-12018818.0,114000000000.0,-1080000000000000.0,102000000000.0,-964000000000000.0,-859000000000000.0,16100000000000.0,992000000000000.0,3.02e+19,-4.28e+22,992000000000000.0,1.73e+18,-3.72e+21,3.02e+19,-3.72e+21,-4.28e+22,4,3,2,4,8,6,1,17,8,6,5,9,5,3,17,13,5,8,3,1,0,11,12,8,2,8,16,19,5,15,9,14,17,7,1,6,14,16,11,15,15,9,9,6,18,1,2,12,12.0,6.0,16.0,5.0,5.0,14.0,15.0,15.0,16.0,15.0,8.0,9.0,1.0,8.0,6.0,12.0,10.0,16.0,18.0,18.0,19.0,15.0,16.0,8.0,9.0,17.0,18.0,8.0,8.0,19.0,4.0,20.0,8.0,5.0,1.0,6.0,8.0,10.0,10.0,17.0,4.0,4.0,6.0,16.0,3.0,18.0,11.0,15.0,11.0,15.0,8.0,10.0,5.0,18.0,8.0,8.0,15.0,8.0,18.0,5.0,13.0,10.0,12.0,5.0,8.0,13.0,13.0,12.0,16.0,9.0,12.0,15.0,13.0,15.0,17.0,1
4740,53686,805268,13658620,51445,575208,8572340,725495,8018396,11453995,4740,-254417954.0,13700000000000.0,-7.33e+17,-243797855.0,13100000000000.0,-7.02e+17,12500000000000.0,-6.73e+17,-6.45e+17,1.26e+26,2.21e+28,5.9e+33,-6.340000000000001e+37,2.21e+28,3.08e+32,-4.4e+36,5.9e+33,-4.4e+36,-6.340000000000001e+37,34,3,26,18,20,37,9,27,28,36,10,18,10,15,24,43,31,29,6,23,0,11,16,15,6,20,16,10,7,10,18,10,5,10,18,10,16,17,1,5,13,16,14,1,15,10,16,15,20.0,15.0,15.0,16.0,1.0,1.0,3.0,1.0,18.0,16.0,17.0,3.0,8.0,3.0,6.0,8.0,8.0,6.0,14.0,10.0,12.0,3.0,10.0,6.0,17.0,3.0,17.0,9.0,15.0,10.0,9.0,10.0,14.0,6.0,18.0,14.0,4.0,1.0,18.0,9.0,9.0,4.0,13.0,1.0,17.0,17.0,8.0,1.0,9.0,18.0,16.0,17.0,8.0,18.0,6.0,16.0,18.0,6.0,6.0,16.0,10.0,16.0,9.0,5.0,9.0,16.0,6.0,3.0,13.0,5.0,3.0,18.0,1.0,16.0,6.0,1
2983,28102,347544,4831486,26567,250383,3113243,300803,2821775,3808331,2983,-83800164.0,2350000000000.0,-6.61e+16,-79222794.0,2230000000000.0,-6.25e+16,2100000000000.0,-5.91e+16,-5.59e+16,4.52e+20,5.42e+22,7.3e+27,-4.08e+31,5.42e+22,3.67e+26,-2.87e+30,7.3e+27,-2.87e+30,-4.08e+31,17,5,24,16,12,21,4,16,21,27,11,14,7,9,22,20,13,17,4,13,0,11,14,10,5,8,8,10,2,10,1,6,16,1,18,14,10,4,6,17,4,10,3,6,18,4,15,1,3.0,12.0,15.0,15.0,13.0,8.0,19.0,12.0,8.0,1.0,7.0,11.0,18.0,12.0,3.0,9.0,6.0,10.0,8.0,3.0,4.0,20.0,10.0,3.0,3.0,6.0,1.0,12.0,16.0,18.0,4.0,18.0,16.0,5.0,3.0,16.0,12.0,6.0,9.0,13.0,4.0,9.0,11.0,10.0,7.0,6.0,16.0,13.0,2.0,3.0,2.0,6.0,15.0,16.0,2.0,9.0,15.0,14.0,11.0,16.0,5.0,1.0,3.0,20.0,10.0,3.0,20.0,11.0,15.0,14.0,10.0,17.0,17.0,13.0,6.0,1
4386,47269,673865,10852285,49601,528338,7473980,720601,7567212,11662199,4386,-207274565.0,9800000000000.0,-4.63e+17,-217500385.0,10300000000000.0,-4.86e+17,10800000000000.0,-5.1e+17,-5.35e+17,5.3e+24,-3.67e+26,2.2e+32,-2.4900000000000002e+36,-3.67e+26,1.15e+31,-2.12e+35,2.2e+32,-2.12e+35,-2.4900000000000002e+36,43,4,21,20,15,36,11,30,27,34,12,23,14,12,22,44,18,25,7,16,0,11,8,10,9,7,10,13,19,10,5,8,18,10,1,8,17,16,1,9,7,6,9,15,16,3,18,12,16.0,10.0,10.0,17.0,9.0,18.0,4.0,17.0,1.0,10.0,9.0,4.0,1.0,16.0,6.0,16.0,12.0,4.0,1.0,1.0,10.0,4.0,1.0,10.0,4.0,6.0,10.0,9.0,6.0,4.0,8.0,9.0,13.0,3.0,15.0,18.0,6.0,14.0,1.0,17.0,9.0,8.0,10.0,6.0,16.0,18.0,6.0,16.0,1.0,10.0,6.0,9.0,10.0,12.0,16.0,6.0,3.0,1.0,17.0,9.0,8.0,8.0,16.0,6.0,2.0,10.0,3.0,8.0,18.0,1.0,6.0,8.0,1.0,17.0,17.0,1
234,772,3182,14800,648,1950,7550,2208,6060,8460,234,-179876.0,138271470.0,-106000000000.0,-150984.0,116061342.0,-89216718178.0,97419936.0,-74886545844.0,-62858873844.0,3983209.3460000004,113795940.1,134000000000.0,19500000000000.0,113795940.1,11575554275.0,1200000000000.0,134000000000.0,1200000000000.0,19500000000000.0,2,0,0,0,1,7,0,1,4,4,2,0,1,0,1,1,1,1,0,0,0,6,10,6,16,10,10,6,9,1,5,9,8,6,10,9,17,18,6,9,11,11,6,6,1,13,15,176,3087.0,55999.0,924621.0,-3186.0,-14813.0,60777.0,-77688.0,-528547.0,-1365090.0,176.0,-540225.0,1658201005.0,-5090000000000.0,557550.0,-1711336481.0,5250000000000.0,1766126016.0,-5420000000000.0,5590000000000.0,2.13e+23,1.51e+27,-1.54e+31,3.5800000000000005e+35,1.51e+27,1e+30,4.42e+34,-1.54e+31,4.42e+34,3.5800000000000005e+35,33.0,0.0,0.0,0.0,10.0,87.0,0.0,12.0,53.0,27.0,41.0,0.0,25.0,0.0,26.0,4.0,16.0,17.0,0.0,0.0,0.0,1132.0,9335.0,86713.0,920009.0,11136.0,88851.0,792835.0,142002.0,1118961.0,1928100.0,1132.0,-10557885.0,98470800963.0,-918000000000000.0,-12594816.0,117000000000.0,-1100000000000000.0,140000000000.0,-1310000000000000.0,-1560000000000000.0,1.37e+24,3.96e+26,4.65e+31,-3.3700000000000004e+35,3.96e+26,1
199,572,2040,8198,556,1494,5150,1910,4772,7396,199,-113256.0,64457288.0,-36684745050.0,-110088.0,62653798.0,-35658041810.0,60901702.0,-34660604308.0,-33691583220.0,564571.695,4760104.396000001,8464665921.0,521000000000.0,4760104.396000001,696354158.6,-84457973064.0,8464665921.0,-84457973064.0,521000000000.0,2,0,0,0,0,3,0,2,4,7,0,1,0,0,3,0,0,0,0,0,0,6,10,10,12,6,10,1,10,15,10,6,9,15,1,10,9,9,8,8,9,15,10,498,4940,54774,651998,4125,39893.0,436293.0,44655.0,423839.0,526569.0,498.0,-2455180.0,12104240374.0,-59700000000000.0,-2050125.0,10107279893.0,-49800000000000.0,8439794655.0,-41600000000000.0,-34700000000000.0,6.02e+23,4.02e+26,1.63e+31,-6.6400000000000005e+34,4.02e+26,1.02e+30,2.81e+33,1.63e+31,2.81e+33,-6.6400000000000005e+34,21.0,0.0,0.0,0.0,0.0,17.0,0.0,37.0,65.0,66.0,0.0,4.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,524.0,4164.0,40010.0,415350.0,5031.0,39066.0,368048.0,56569.0,433836.0,699327.0,524.0,-2177772.0,9050943722.0,-37600000000000.0,-2631213.0,10935460914.0,-45400000000000.0,13212378211.0,-54900000000000.0,-66300000000000.0,6.33e+23,2.2e+26,1.92e+31,-1.0500000000000001e+35,2.2e+26,6.7e+29,-1.86e+33,1.92e+31,-1.86e+33,1
1139,6729,50813,433755,6603,38105,285121,50239,286999,433077,1139,-7657602.0,51482775230.0,-346000000000000.0,-7514214.0,50518752524.0,-340000000000000.0,49572805672.0,-333000000000000.0,-327000000000000.0,1070000000000.0,24500000000000.0,1.42e+18,-2.07e+21,24500000000000.0,9.21e+16,-2.35e+20,1.42e+18,-2.35e+20,-2.07e+21,8,10,6,7,7,8,5,4,7,11,6,5,5,0,2,10,9,5,2,4,0,11,1,20,18,15,10,17,16,10,1,18,10,5,5,10,1,1,16,18,11,9,17,4,6,6,10,13,17.0,2.0,6.0,4.0,17.0,2.0,17.0,10.0,6.0,17.0,2.0,20.0,18.0,13.0,3.0,2.0,16.0,2.0,16.0,19.0,13.0,8.0,2.0,11.0,9.0,12.0,7.0,8.0,8.0,1.0,1.0,9.0,17.0,18.0,12.0,4.0,7.0,15.0,10.0,10.0,2.0,17.0,16.0,7.0,4.0,3.0,2.0,5.0,9.0,9.0,6.0,17.0,6.0,12.0,20.0,2.0,1.0,16.0,5.0,13.0,3.0,16.0,12.0,8.0,7.0,5.0,6.0,19.0,2.0,5.0,7.0,1.0,4.0,16.0,4.0,1
